alpha,success_probability,number_modes,time_in_seconds,distance_to_homodyne_probability,bit_error_rate,squeezing
0.1,0.5852072238922119,1,36.85985851287842,0.005947514453108926,0.4147927761077881,False
0.1,0.5925576686859131,1,66.69268608093262,0.013297959246810098,0.4074423313140869,True
0.1,0.3422543406486511,2,355.1513602733612,0.006712529669177125,0.32887282967567444,False
0.1,0.5532748699188232,2,8802.916470050812,0.21773305893934924,0.22336256504058838,True
0.1,0.5498553514480591,2,13414.251747846603,0.21431354046858508,0.22507232427597046,False
0.1,0.5330542922019958,3,17146.651899814606,0.3386884402693553,0.15564856926600137,True
0.1,0.8654842972755432,4,78574.13228392601,0.7528959903601582,0.0336289256811142,True
0.1,0.6122072339057922,3,173893.42227768898,0.4178413819731517,0.12926425536473593,False
